Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Fatality
Accident,2006-05-07,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-05-07,Non-Fatal,Substantial,Airplane,Helmetag,Glassair III,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-07,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-07,Non-Fatal,Destroyed,Airplane,Cessna,150M,1.0,Reciprocating,Instructional,0,,2.0,,VMC,0
Accident,2006-05-08,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-08,Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-09,Non-Fatal,Substantial,Airplane,Aviat Inc,A-1,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-09,Non-Fatal,Substantial,Airplane,Lanford,Antares MA-33,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-10,Non-Fatal,Substantial,Airplane,Cessna,310C,2.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-10,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Business,0,,,2.0,VMC,0
Accident,2006-05-11,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,0,,,1.0,VMC,0
Accident,2006-05-11,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Business,0,,,3.0,VMC,0
Accident,2006-05-13,Non-Fatal,Substantial,Airplane,Bellanca,17-A30,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-14,Non-Fatal,Substantial,Airplane,Harold Vander,Avid Flyer,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-14,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-05-14,Non-Fatal,Substantial,Airplane,Cessna,320,2.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-14,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0,,1.0,1.0,VMC,0
Accident,2006-05-14,Non-Fatal,Substantial,Airplane,Aviat,A-1A,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-14,Non-Fatal,Substantial,Airplane,Cessna,207,1.0,Reciprocating,Nill,0,,,3.0,VMC,0
Accident,2006-05-15,Non-Fatal,Substantial,Airplane,Helmer,Avid Magnum,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-16,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-05-16,Non-Fatal,Substantial,Airplane,Cessna,525,2.0,Turbo Fan,Business,0,,,7.0,VMC,0
Accident,2006-05-17,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-17,Non-Fatal,Substantial,Airplane,Cessna,R172E (T-41C),1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-18,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-05-18,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-05-18,Total.Fatal.Injuries,Substantial,Airplane,Ayres,S2R,1.0,Turbo Prop,Aerial Application,1,1.0,,,VMC,1
Accident,2006-05-18,Total.Fatal.Injuries,Substantial,Airplane,Grumman,G-164A,1.0,Turbo Prop,Aerial Application,1,1.0,,,VMC,1
Accident,2006-05-18,Non-Fatal,Substantial,Airplane,Mahoney,Evans VP-1,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-18,Non-Fatal,Substantial,Airplane,Beech,BE33,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-18,Non-Fatal,Substantial,Airplane,Piper,PA28-140,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-05-18,Non-Fatal,Substantial,Airplane,Rockwell International,S-2R,1.0,Turbo Prop,Aerial Application,0,,,1.0,VMC,0
Accident,2006-05-19,Non-Fatal,Substantial,Airplane,Ercoupe (eng & Research Corp.),415-C,1.0,Reciprocating,Personal,0,,2.0,,VMC,0
Accident,2006-05-19,Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-19,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-19,Non-Fatal,Destroyed,Airplane,Ayres,S2R-T34,1.0,Turbo Prop,Aerial Application,0,,,1.0,VMC,0
Accident,2006-05-20,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0,,,4.0,VMC,0
Accident,2006-05-20,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-20,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0,,2.0,2.0,VMC,0
Accident,2006-05-20,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-20,Non-Fatal,Substantial,Airplane,Cirrus Design Corp.,SR22,1.0,Reciprocating,Personal,0,1.0,,3.0,VMC,0
Accident,2006-05-20,Non-Fatal,Substantial,Airplane,Ercoupe,415C,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-21,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0,,,3.0,VMC,0
Accident,2006-05-21,Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Ferry,0,,,1.0,VMC,0
Accident,2006-05-23,Non-Fatal,Substantial,Airplane,Piper,PA-32-260,1.0,Reciprocating,Personal,0,,,3.0,VMC,0
Accident,2006-05-23,Non-Fatal,Substantial,Airplane,Maule,MX-7-180B,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-23,Non-Fatal,Substantial,Airplane,Miller,Rutan Long-Ez,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-23,Non-Fatal,Substantial,Airplane,Cessna,172SP,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-23,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-23,Non-Fatal,Substantial,Airplane,Piper,J-3,1.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-05-23,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-24,Non-Fatal,Substantial,Airplane,Piper,PA-28-280,1.0,Reciprocating,Personal,0,,,3.0,VMC,0
Accident,2006-05-24,Non-Fatal,Substantial,Airplane,Espinal,Velocity Jet 900,1.0,Turbo Jet,Personal,0,,1.0,,VMC,0
Accident,2006-05-24,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-25,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-26,Non-Fatal,Substantial,Airplane,Grumman,G-44,2.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-27,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-27,Non-Fatal,Substantial,Airplane,Beech,B36TC,1.0,Reciprocating,Personal,0,,2.0,,VMC,0
Accident,2006-05-28,Non-Fatal,Substantial,Airplane,Taplin,Avid Flyer,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-28,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Incident,2006-05-28,Non-Fatal,Minor,Airplane,Airbus,A330,2.0,Turbo Fan,Nill,0,,,221.0,Nill,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Unknown,0,1.0,,,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Boeing,A75N1,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Maule,M-5-180C,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Piper,J3C,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Christen Industries,A-1,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Air Tractor,AT-802,1.0,Turbo Prop,Aerial Application,0,,,1.0,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0,,,4.0,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Stys,T-Bird Sport,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-05-29,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-05-30,Non-Fatal,Substantial,Airplane,Grumman,AA-1B,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-05-30,Non-Fatal,Substantial,Airplane,Flight Design,Gmbh,1.0,Reciprocating,Business,0,,1.0,1.0,VMC,0
Accident,2006-05-30,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-05-30,Non-Fatal,Substantial,Airplane,Waco Classic Aircraft Corp.,YMF 5C,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-01,Non-Fatal,Substantial,Airplane,Ayres,S2R-600,1.0,Reciprocating,Aerial Application,0,,,1.0,VMC,0
Accident,2006-06-01,Non-Fatal,Substantial,Airplane,Air Tractor,AT-401,1.0,Reciprocating,Flight Test,0,,,1.0,VMC,0
Accident,2006-06-01,Non-Fatal,Substantial,Airplane,Grumman,G-164B,1.0,Reciprocating,Aerial Application,0,,1.0,,VMC,0
Accident,2006-06-02,Non-Fatal,Substantial,Airplane,Cessna,206G,1.0,Reciprocating,Business,0,,,1.0,VMC,0
Accident,2006-06-02,Non-Fatal,Substantial,Airplane,Ayres,S-2R,1.0,Turbo Prop,Aerial Application,0,,,1.0,VMC,0
Accident,2006-06-02,Non-Fatal,Substantial,Airplane,Cessna,T207A,1.0,Reciprocating,Skydiving,0,,,7.0,VMC,0
Accident,2006-06-02,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,2.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-02,Non-Fatal,Destroyed,Airplane,Grumman,G-164B,1.0,Reciprocating,Aerial Application,0,1.0,,,VMC,0
Accident,2006-06-03,Non-Fatal,Substantial,Airplane,North American,SNJ-6,1.0,Reciprocating,Ferry,0,,,2.0,VMC,0
Accident,2006-06-03,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,1.0,Reciprocating,Personal,0,,,3.0,VMC,0
Accident,2006-06-03,Non-Fatal,Substantial,Airplane,Air Tractor,AT-401,1.0,Reciprocating,Aerial Application,0,,,1.0,VMC,0
Accident,2006-06-04,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-06-04,Non-Fatal,Substantial,Airplane,Cessna,182R,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-04,Non-Fatal,Substantial,Airplane,Mcdonnell Douglas,DC10-10F,,Nill,Nill,0,,,3.0,Nill,0
Accident,2006-06-06,Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-06-06,Non-Fatal,Substantial,Airplane,Cessna,A185E,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-06,Non-Fatal,Substantial,Airplane,Air Tractor,AT-502,1.0,Turbo Prop,Aerial Application,0,,,1.0,VMC,0
Accident,2006-06-06,Non-Fatal,Substantial,Airplane,Piper,PA-32RT-300,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-06,Non-Fatal,Substantial,Airplane,Mooney,M20M,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-06-07,Non-Fatal,Substantial,Airplane,Boeing,747-200,,Nill,Nill,0,,,6.0,Nill,0
Accident,2006-06-08,Non-Fatal,Substantial,Airplane,Mooney,M20K,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-09,Non-Fatal,Substantial,Airplane,Cessna,172A,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-09,Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,Reciprocating,Personal,0,,,3.0,VMC,0
Accident,2006-06-09,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-06-10,Non-Fatal,Substantial,Airplane,Cessna,210B,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-10,Non-Fatal,Substantial,Airplane,Aircraft Mfg & Dev. Co. (amd),CH2000,1.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-06-10,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Personal,0,1.0,1.0,,VMC,0
Accident,2006-06-10,Non-Fatal,Substantial,Airplane,Brent W. Brown,Murphy Moose,1.0,Reciprocating,Personal,0,,,3.0,VMC,0
Accident,2006-06-10,Non-Fatal,Substantial,Airplane,Malott,Mustang II,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-11,Non-Fatal,Substantial,Airplane,Kearn,Breezy,1.0,Reciprocating,Personal,0,1.0,,,VMC,0
Accident,2006-06-12,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-12,Non-Fatal,Substantial,Airplane,Piper,PA-28-150,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-13,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-06-14,Non-Fatal,Substantial,Airplane,Theordore Jankowski,Rans S-12,1.0,Reciprocating,Personal,0,1.0,,,VMC,0
Accident,2006-06-14,Non-Fatal,Substantial,Airplane,Cessna,TU206G,1.0,Reciprocating,Personal,0,,,4.0,VMC,0
Accident,2006-06-14,Non-Fatal,Substantial,Airplane,Grumman-schweizer,G-164A,1.0,Reciprocating,Aerial Application,0,,1.0,,VMC,0
Accident,2006-06-14,Non-Fatal,Substantial,Airplane,Cessna,185F,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-15,Non-Fatal,Substantial,Airplane,Ercoupe (eng & Research Corp.),415-C,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-16,Non-Fatal,Substantial,Airplane,Piper,PA-22-108,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-17,Non-Fatal,Substantial,Airplane,Schweizer,G-164B,1.0,Turbo Prop,Aerial Application,0,,,1.0,VMC,0
Accident,2006-06-17,Non-Fatal,Substantial,Airplane,Cessna,182F,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-17,Non-Fatal,Substantial,Airplane,Taylorcraft,DC-65,1.0,Reciprocating,Personal,0,1.0,1.0,,VMC,0
Accident,2006-06-18,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Unknown,0,,,2.0,VMC,0
Accident,2006-06-18,Non-Fatal,Substantial,Airplane,Cessna,150K,1.0,Reciprocating,Personal,0,,1.0,1.0,VMC,0
Accident,2006-06-18,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-18,Non-Fatal,Substantial,Airplane,Piper,PA-22-135,1.0,Reciprocating,Personal,0,,1.0,1.0,VMC,0
Accident,2006-06-19,Non-Fatal,Substantial,Airplane,Cessna,182L,1.0,Reciprocating,Skydiving,0,,,1.0,VMC,0
Accident,2006-06-19,Non-Fatal,Substantial,Airplane,Cessna,182N,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-19,Non-Fatal,Substantial,Airplane,Christen Industries,A-1,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-20,Non-Fatal,Substantial,Airplane,Ronald D. Murray,RV-6A,1.0,Reciprocating,Personal,0,,2.0,,VMC,0
Accident,2006-06-20,Non-Fatal,Substantial,Airplane,Cessna,172F,1.0,Reciprocating,Personal,0,1.0,1.0,,VMC,0
Accident,2006-06-20,Non-Fatal,Substantial,Airplane,Fantasy Air,Allegro 2000,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-06-21,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-06-22,Non-Fatal,Substantial,Airplane,Unknown,Challenger II,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-22,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-06-22,Non-Fatal,Substantial,Airplane,Weatherly,201B,1.0,Reciprocating,Aerial Application,0,,1.0,,VMC,0
Accident,2006-06-22,Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,Reciprocating,Positioning,0,,,1.0,VMC,0
Accident,2006-06-23,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Banner Tow,0,1.0,,,VMC,0
Accident,2006-06-24,Non-Fatal,Substantial,Airplane,Mooney,M-20F,1.0,Reciprocating,Personal,0,,2.0,1.0,VMC,0
Accident,2006-06-24,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-06-25,Non-Fatal,Substantial,Airplane,Cessna,182K,1.0,Reciprocating,Unknown,0,,,2.0,VMC,0
Accident,2006-06-25,Non-Fatal,Substantial,Airplane,Maule,M-7-235C,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-25,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-25,Total.Fatal.Injuries,Destroyed,Airplane,Mitsubishi,MU-2B-60,2.0,Turbo Prop,Ferry,1,,,,VMC,1
Accident,2006-06-25,Non-Fatal,Destroyed,Airplane,Bellanca,7KCAB,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-26,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0,,2.0,,VMC,0
Accident,2006-06-26,Non-Fatal,Substantial,Airplane,Beech,35-33,1.0,Reciprocating,Instructional,0,1.0,1.0,2.0,VMC,0
Accident,2006-06-27,Non-Fatal,Substantial,Airplane,Cessna,T206H,1.0,Reciprocating,Personal,0,,,5.0,VMC,0
Accident,2006-06-27,Non-Fatal,Substantial,Airplane,Beech,76,2.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-06-27,Non-Fatal,Substantial,Airplane,Eklund,Thorp T-18,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-06-27,Non-Fatal,Substantial,Airplane,Cessna,TU206G,1.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-06-27,Non-Fatal,Substantial,Airplane,Agin Jeffrey T,RV-4,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-06-27,Non-Fatal,Substantial,Airplane,Croke,Zenith CH 701,1.0,Reciprocating,Personal,0,1.0,,,VMC,0
Accident,2006-06-27,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-28,Non-Fatal,Substantial,Airplane,Cessna,177A,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-06-28,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0,,1.0,3.0,VMC,0
Accident,2006-06-29,Non-Fatal,Substantial,Airplane,Mooney,M20M,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-06-30,Non-Fatal,Substantial,Airplane,"Baker, Timithy",Falco F8L,1.0,Reciprocating,Personal,0,1.0,,,VMC,0
Accident,2006-06-30,Non-Fatal,Substantial,Airplane,Mooney,M20M,1.0,Reciprocating,Personal,0,,,4.0,VMC,0
Accident,2006-07-01,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Instructional,0,,1.0,2.0,VMC,0
Accident,2006-07-01,Non-Fatal,Substantial,Airplane,American Legend Aircraft Co.,AL-3,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-02,Non-Fatal,Substantial,Airplane,Liberty Aerospace Inc.,XL2,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-02,Non-Fatal,Substantial,Airplane,Nickel,Acro II,1.0,Reciprocating,Instructional,0,1.0,1.0,,VMC,0
Accident,2006-07-02,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-03,Non-Fatal,Substantial,Airplane,Cessna,195,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-03,Non-Fatal,Substantial,Airplane,Piper,PA28-181,1.0,Reciprocating,Personal,0,,,4.0,VMC,0
Accident,2006-07-03,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,,,2.0,VMC,0
Accident,2006-07-04,Non-Fatal,Substantial,Airplane,Flaglor,High Tow,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-05,Non-Fatal,Substantial,Airplane,Cessna,C340A,2.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-06,Non-Fatal,Substantial,Airplane,Barnard,RV-6,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-06,Non-Fatal,Substantial,Airplane,Cessna,305A,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-06,Non-Fatal,Substantial,Airplane,Aviat,A-1,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-06,Non-Fatal,Substantial,Airplane,Cessna,T210G,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-07-06,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Personal,0,,4.0,,VMC,0
Accident,2006-07-06,Non-Fatal,Substantial,Airplane,Piper,PA-18-180,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-07,Non-Fatal,Substantial,Airplane,"Chevrier, Armand",J-3K,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-07,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-07,Non-Fatal,Substantial,Airplane,Cessna,210A,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-07,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-07-08,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-08,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-08,Non-Fatal,Substantial,Airplane,Cessna,182H,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-09,Non-Fatal,Substantial,Airplane,Rolladen-schneider,LS3A,0.0,Nill,Personal,0,,,1.0,VMC,0
Accident,2006-07-09,Non-Fatal,Substantial,Airplane,Carlson Aircraft,Sparrow,1.0,Reciprocating,Personal,0,1.0,,,VMC,0
Accident,2006-07-09,Non-Fatal,Substantial,Airplane,Mooney,M20C,1.0,Reciprocating,Personal,0,,1.0,,VMC,0
Accident,2006-07-10,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,,2.0,,VMC,0
Accident,2006-07-11,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-11,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,2.0,Reciprocating,Nill,0,,,1.0,VMC,0
Accident,2006-07-11,Non-Fatal,Substantial,Airplane,Cessna,206F,1.0,Reciprocating,Nill,0,,,5.0,VMC,0
Accident,2006-07-12,Non-Fatal,Substantial,Airplane,Air Tractor,AT-502B,1.0,Turbo Prop,Aerial Application,0,,,1.0,VMC,0
Accident,2006-07-13,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-07-14,Non-Fatal,Substantial,Airplane,Piper,PA-11,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-14,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-07-15,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Skydiving,0,1.0,,,VMC,0
Accident,2006-07-15,Non-Fatal,Substantial,Airplane,Learjet,55,2.0,Turbo Fan,Nill,0,,,5.0,VMC,0
Accident,2006-07-15,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-15,Non-Fatal,Substantial,Airplane,Dahlstrom - Piel Emeraude,CP-30,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,2006-07-15,Non-Fatal,Destroyed,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-16,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,0,,,2.0,IMC,0
Accident,2006-07-16,Non-Fatal,Substantial,Airplane,Cessna,210G,1.0,Reciprocating,Personal,0,,3.0,,VMC,0
Accident,2006-07-16,Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Instructional,0,,,1.0,VMC,0
Accident,2006-07-18,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-18,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,0,,,3.0,VMC,0
Accident,2006-07-18,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
Accident,2006-07-19,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,0,,1.0,1.0,VMC,0
Accident,2006-07-20,Non-Fatal,Substantial,Airplane,American Champion Aircraft,7GCBC,1.0,Reciprocating,Personal,0,,,1.0,VMC,0
